Age (bin),Age,Answer,Negative Count,Category,Email Address,End Date,External Data Reference,Finished,Gender,IP Address,Location Accuracy,Location Latitude,Location Longitude,Name,Number of Records,QuestionID,Score,Question Text,Question ID,ResponseID (demographics),Response ID,Response Set,Start Date,Status,Type of Customer
60,61,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_9GCR665gNeL6p3T,R_9GCR665gNeL6p3T,Default Response Set,8/7/17 13:20,2,Frequent
20,35,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_af5Y2zBPDSG6jXf,R_af5Y2zBPDSG6jXf,Default Response Set,8/7/17 13:20,2,Frequent
60,61,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_9GCR665gNeL6p3T,R_9GCR665gNeL6p3T,Default Response Set,8/7/17 13:20,2,Frequent
20,35,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_af5Y2zBPDSG6jXf,R_af5Y2zBPDSG6jXf,Default Response Set,8/7/17 13:20,2,Frequent
60,61,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_9GCR665gNeL6p3T,R_9GCR665gNeL6p3T,Default Response Set,8/7/17 13:20,2,Frequent
20,35,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_af5Y2zBPDSG6jXf,R_af5Y2zBPDSG6jXf,Default Response Set,8/7/17 13:20,2,Frequent
60,61,Highly Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,1,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_9GCR665gNeL6p3T,R_9GCR665gNeL6p3T,Default Response Set,8/7/17 13:20,2,Frequent
20,35,Highly Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,4,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_af5Y2zBPDSG6jXf,R_af5Y2zBPDSG6jXf,Default Response Set,8/7/17 13:20,2,Frequent
60,61,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_9GCR665gNeL6p3T,R_9GCR665gNeL6p3T,Default Response Set,8/7/17 13:20,2,Frequent
20,35,Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,2,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_af5Y2zBPDSG6jXf,R_af5Y2zBPDSG6jXf,Default Response Set,8/7/17 13:20,2,Frequent
60,61,Highly Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,4,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_9GCR665gNeL6p3T,R_9GCR665gNeL6p3T,Default Response Set,8/7/17 13:20,2,Frequent
20,35,Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,3,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_af5Y2zBPDSG6jXf,R_af5Y2zBPDSG6jXf,Default Response Set,8/7/17 13:20,2,Frequent
40,49,Highly Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,1,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_0ex3UkSQnY5wJdH,R_0ex3UkSQnY5wJdH,Default Response Set,8/7/17 13:20,2,One-off
60,64,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_0H73nA63uFgO40R,R_0H73nA63uFgO40R,Default Response Set,8/7/17 13:20,2,One-off
40,59,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_bJf2YyfPO90KorX,R_bJf2YyfPO90KorX,Default Response Set,8/7/17 13:20,2,One-off
40,49,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_0ex3UkSQnY5wJdH,R_0ex3UkSQnY5wJdH,Default Response Set,8/7/17 13:20,2,One-off
60,64,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_0H73nA63uFgO40R,R_0H73nA63uFgO40R,Default Response Set,8/7/17 13:20,2,One-off
40,59,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_bJf2YyfPO90KorX,R_bJf2YyfPO90KorX,Default Response Set,8/7/17 13:20,2,One-off
40,49,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_0ex3UkSQnY5wJdH,R_0ex3UkSQnY5wJdH,Default Response Set,8/7/17 13:20,2,One-off
60,64,Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,2,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_0H73nA63uFgO40R,R_0H73nA63uFgO40R,Default Response Set,8/7/17 13:20,2,One-off
40,59,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_bJf2YyfPO90KorX,R_bJf2YyfPO90KorX,Default Response Set,8/7/17 13:20,2,One-off
40,49,Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,2,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_0ex3UkSQnY5wJdH,R_0ex3UkSQnY5wJdH,Default Response Set,8/7/17 13:20,2,One-off
60,64,Highly Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,1,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_0H73nA63uFgO40R,R_0H73nA63uFgO40R,Default Response Set,8/7/17 13:20,2,One-off
40,59,Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,2,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_bJf2YyfPO90KorX,R_bJf2YyfPO90KorX,Default Response Set,8/7/17 13:20,2,One-off
40,49,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_0ex3UkSQnY5wJdH,R_0ex3UkSQnY5wJdH,Default Response Set,8/7/17 13:20,2,One-off
60,64,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_0H73nA63uFgO40R,R_0H73nA63uFgO40R,Default Response Set,8/7/17 13:20,2,One-off
40,59,Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,2,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_bJf2YyfPO90KorX,R_bJf2YyfPO90KorX,Default Response Set,8/7/17 13:20,2,One-off
40,49,Highly Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,4,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_0ex3UkSQnY5wJdH,R_0ex3UkSQnY5wJdH,Default Response Set,8/7/17 13:20,2,One-off
60,64,Highly Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,1,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_0H73nA63uFgO40R,R_0H73nA63uFgO40R,Default Response Set,8/7/17 13:20,2,One-off
40,59,Highly Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,1,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_bJf2YyfPO90KorX,R_bJf2YyfPO90KorX,Default Response Set,8/7/17 13:20,2,One-off
40,58,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_09acQKlrnNhGEJL,R_09acQKlrnNhGEJL,Default Response Set,8/7/17 13:20,2,Casual
40,56,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_0VrBRVXEYt6lrgN,R_0VrBRVXEYt6lrgN,Default Response Set,8/7/17 13:20,2,Casual
40,50,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_dpCaVaGXY6HuZWl,R_dpCaVaGXY6HuZWl,Default Response Set,8/7/17 13:20,2,Casual
60,68,Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,2,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_erDTiVxQArFox2B,R_erDTiVxQArFox2B,Default Response Set,8/7/17 13:20,2,Casual
40,58,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_09acQKlrnNhGEJL,R_09acQKlrnNhGEJL,Default Response Set,8/7/17 13:20,2,Casual
40,56,Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,3,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_0VrBRVXEYt6lrgN,R_0VrBRVXEYt6lrgN,Default Response Set,8/7/17 13:20,2,Casual
40,50,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_dpCaVaGXY6HuZWl,R_dpCaVaGXY6HuZWl,Default Response Set,8/7/17 13:20,2,Casual
60,68,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_erDTiVxQArFox2B,R_erDTiVxQArFox2B,Default Response Set,8/7/17 13:20,2,Casual
40,58,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_09acQKlrnNhGEJL,R_09acQKlrnNhGEJL,Default Response Set,8/7/17 13:20,2,Casual
40,56,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_0VrBRVXEYt6lrgN,R_0VrBRVXEYt6lrgN,Default Response Set,8/7/17 13:20,2,Casual
40,50,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_dpCaVaGXY6HuZWl,R_dpCaVaGXY6HuZWl,Default Response Set,8/7/17 13:20,2,Casual
60,68,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_erDTiVxQArFox2B,R_erDTiVxQArFox2B,Default Response Set,8/7/17 13:20,2,Casual
40,58,Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,2,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_09acQKlrnNhGEJL,R_09acQKlrnNhGEJL,Default Response Set,8/7/17 13:20,2,Casual
40,56,Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,3,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_0VrBRVXEYt6lrgN,R_0VrBRVXEYt6lrgN,Default Response Set,8/7/17 13:20,2,Casual
40,50,Highly Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,1,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_dpCaVaGXY6HuZWl,R_dpCaVaGXY6HuZWl,Default Response Set,8/7/17 13:20,2,Casual
60,68,Highly Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,4,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_erDTiVxQArFox2B,R_erDTiVxQArFox2B,Default Response Set,8/7/17 13:20,2,Casual
40,58,Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,2,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_09acQKlrnNhGEJL,R_09acQKlrnNhGEJL,Default Response Set,8/7/17 13:20,2,Casual
40,56,Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,2,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_0VrBRVXEYt6lrgN,R_0VrBRVXEYt6lrgN,Default Response Set,8/7/17 13:20,2,Casual
40,50,Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,2,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_dpCaVaGXY6HuZWl,R_dpCaVaGXY6HuZWl,Default Response Set,8/7/17 13:20,2,Casual
60,68,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_erDTiVxQArFox2B,R_erDTiVxQArFox2B,Default Response Set,8/7/17 13:20,2,Casual
40,58,Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,3,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_09acQKlrnNhGEJL,R_09acQKlrnNhGEJL,Default Response Set,8/7/17 13:20,2,Casual
40,56,Highly Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,1,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_0VrBRVXEYt6lrgN,R_0VrBRVXEYt6lrgN,Default Response Set,8/7/17 13:20,2,Casual
40,50,Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,3,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_dpCaVaGXY6HuZWl,R_dpCaVaGXY6HuZWl,Default Response Set,8/7/17 13:20,2,Casual
60,68,Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,3,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_erDTiVxQArFox2B,R_erDTiVxQArFox2B,Default Response Set,8/7/17 13:20,2,Casual
40,48,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_9RXe6XurvHNv2aF,R_9RXe6XurvHNv2aF,Default Response Set,8/7/17 13:20,2,Frequent
40,48,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_9RXe6XurvHNv2aF,R_9RXe6XurvHNv2aF,Default Response Set,8/7/17 13:20,2,Frequent
40,48,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_9RXe6XurvHNv2aF,R_9RXe6XurvHNv2aF,Default Response Set,8/7/17 13:20,2,Frequent
40,48,Highly Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,1,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_9RXe6XurvHNv2aF,R_9RXe6XurvHNv2aF,Default Response Set,8/7/17 13:20,2,Frequent
40,48,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_9RXe6XurvHNv2aF,R_9RXe6XurvHNv2aF,Default Response Set,8/7/17 13:20,2,Frequent
40,48,Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,2,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_9RXe6XurvHNv2aF,R_9RXe6XurvHNv2aF,Default Response Set,8/7/17 13:20,2,Frequent
60,62,Highly Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,6,1,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_0H75t64g0uDzefz,R_0H75t64g0uDzefz,Default Response Set,8/7/17 13:20,2,One-off
60,62,Satisfied,0,Food,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,5,3,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_0H75t64g0uDzefz,R_0H75t64g0uDzefz,Default Response Set,8/7/17 13:20,2,One-off
60,62,Highly Satisfied,0,Reception,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,3,4,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_0H75t64g0uDzefz,R_0H75t64g0uDzefz,Default Response Set,8/7/17 13:20,2,One-off
60,62,Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,1,2,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_0H75t64g0uDzefz,R_0H75t64g0uDzefz,Default Response Set,8/7/17 13:20,2,One-off
60,62,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_0H75t64g0uDzefz,R_0H75t64g0uDzefz,Default Response Set,8/7/17 13:20,2,One-off
60,62,Highly Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Male,,-1,24.8527163,-64.3533057,Anonymous,1,2,4,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_0H75t64g0uDzefz,R_0H75t64g0uDzefz,Default Response Set,8/7/17 13:20,2,One-off
20,32,Highly Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,1,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_0fC7hkMB3uMps1L,R_0fC7hkMB3uMps1L,Default Response Set,8/7/17 13:20,2,Casual
40,56,Highly Dissatisfied,1,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,1,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_2fsgOibj24TazPf,R_2fsgOibj24TazPf,Default Response Set,8/7/17 13:20,2,Casual
60,61,Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,3,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_6QFvYmpyuG2k7nD,R_6QFvYmpyuG2k7nD,Default Response Set,8/7/17 13:20,2,Casual
20,36,Highly Satisfied,0,Cleanliness,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,6,4,How satisfied were you with the following aspects of the restaurant experience?-Cleanliness,6,R_8JrUO4gv2JMYQu1,R_8JrUO4gv2JMYQu1,Default Response Set,8/7/17 13:20,2,Casual
20,32,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_0fC7hkMB3uMps1L,R_0fC7hkMB3uMps1L,Default Response Set,8/7/17 13:20,2,Casual
40,56,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_2fsgOibj24TazPf,R_2fsgOibj24TazPf,Default Response Set,8/7/17 13:20,2,Casual
60,61,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_6QFvYmpyuG2k7nD,R_6QFvYmpyuG2k7nD,Default Response Set,8/7/17 13:20,2,Casual
20,36,Highly Satisfied,0,Food,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,5,4,How satisfied were you with the following aspects of the restaurant experience?-Food,5,R_8JrUO4gv2JMYQu1,R_8JrUO4gv2JMYQu1,Default Response Set,8/7/17 13:20,2,Casual
20,32,Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,2,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_0fC7hkMB3uMps1L,R_0fC7hkMB3uMps1L,Default Response Set,8/7/17 13:20,2,Casual
40,56,Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,2,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_2fsgOibj24TazPf,R_2fsgOibj24TazPf,Default Response Set,8/7/17 13:20,2,Casual
60,61,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_6QFvYmpyuG2k7nD,R_6QFvYmpyuG2k7nD,Default Response Set,8/7/17 13:20,2,Casual
20,36,Highly Dissatisfied,1,Reception,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,3,1,How satisfied were you with the following aspects of the restaurant experience?-Reception,3,R_8JrUO4gv2JMYQu1,R_8JrUO4gv2JMYQu1,Default Response Set,8/7/17 13:20,2,Casual
20,32,Highly Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,4,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_0fC7hkMB3uMps1L,R_0fC7hkMB3uMps1L,Default Response Set,8/7/17 13:20,2,Casual
40,56,Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,3,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_2fsgOibj24TazPf,R_2fsgOibj24TazPf,Default Response Set,8/7/17 13:20,2,Casual
60,61,Highly Dissatisfied,1,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,1,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_6QFvYmpyuG2k7nD,R_6QFvYmpyuG2k7nD,Default Response Set,8/7/17 13:20,2,Casual
20,36,Satisfied,0,Reservation Process,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,1,3,How satisfied were you with the following aspects of the restaurant experience?-Reservation Process,1,R_8JrUO4gv2JMYQu1,R_8JrUO4gv2JMYQu1,Default Response Set,8/7/17 13:20,2,Casual
20,32,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_0fC7hkMB3uMps1L,R_0fC7hkMB3uMps1L,Default Response Set,8/7/17 13:20,2,Casual
40,56,Satisfied,0,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,3,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_2fsgOibj24TazPf,R_2fsgOibj24TazPf,Default Response Set,8/7/17 13:20,2,Casual
60,61,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_6QFvYmpyuG2k7nD,R_6QFvYmpyuG2k7nD,Default Response Set,8/7/17 13:20,2,Casual
20,36,Highly Dissatisfied,1,Server,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,4,1,How satisfied were you with the following aspects of the restaurant experience?-Server,4,R_8JrUO4gv2JMYQu1,R_8JrUO4gv2JMYQu1,Default Response Set,8/7/17 13:20,2,Casual
20,32,Highly Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,1,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_0fC7hkMB3uMps1L,R_0fC7hkMB3uMps1L,Default Response Set,8/7/17 13:20,2,Casual
40,56,Highly Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,1,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_2fsgOibj24TazPf,R_2fsgOibj24TazPf,Default Response Set,8/7/17 13:20,2,Casual
60,61,Highly Dissatisfied,1,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,1,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_6QFvYmpyuG2k7nD,R_6QFvYmpyuG2k7nD,Default Response Set,8/7/17 13:20,2,Casual
20,36,Highly Satisfied,0,Waiting Time,,8/7/17 13:20,,1,Female,,-1,24.8527163,-64.3533057,Anonymous,1,2,4,How satisfied were you with the following aspects of the restaurant experience?-Waiting Time,2,R_8JrUO4gv2JMYQu1,R_8JrUO4gv2JMYQu1,Default Response Set,8/7/17 13:20,2,Casual
